CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,District,Longitude,Latitude
11/16/2019,7:25:00,6C,1000 PARK AVE,LARCENY,I,NA,CENTRAL,-76.61882966,39.30331393
11/16/2019,23:00:00,5C,2900 RIDGEWOOD AVE,BURGLARY,I,NA,NORTHWEST,-76.67143212,39.33902085
11/16/2019,20:00:00,7A,2600 E FAYETTE ST,AUTO THEFT,O,NA,SOUTHEAST,-76.58053991,39.29454656
11/16/2019,22:00:00,6E,2900 W COLD SPRING LN,LARCENY,I,NA,NORTHWEST,-76.67016955,39.33810542
11/16/2019,23:30:00,5A,5400 PARK HEIGHTS AVE,BURGLARY,I,NA,NORTHWEST,-76.68185442,39.35094645
11/16/2019,0:00:00,5A,3100 BANCROFT RD,BURGLARY,I,NA,NORTHWEST,-76.69508203,39.36735603
11/16/2019,1:00:00,6E,1000 CAMERON RD,LARCENY,O,NA,NORTHERN,-76.59773629,39.35654234
11/16/2019,16:00:00,6E,900 MOUNT HOLLY ST,LARCENY,O,NA,SOUTHWEST,-76.68006073,39.29799149
11/16/2019,2:22:00,4A,NORTH AV & BRADDISH AV,AGG. ASSAULT,O,FIREARM,WESTERN,-76.6611855,39.309336
11/16/2019,15:12:00,5A,1100 N ELLAMONT ST,BURGLARY,I,NA,SOUTHWEST,-76.66960013,39.30126035
11/16/2019,22:00:00,5A,500 BAKER ST,BURGLARY,I,NA,CENTRAL,-76.63961837,39.30892207
11/16/2019,17:11:00,4A,3100 E FAIRMOUNT AVE,AGG. ASSAULT,O,FIREARM,SOUTHEAST,-76.57333648,39.29352662
11/16/2019,19:20:00,4E,400 BRETTON PL,COMMON ASSAULT,I,NA,NORTHERN,-76.60996034,39.33359811
11/16/2019,20:09:00,4D,1700 HARFORD AVE,AGG. ASSAULT,I,HANDS,EASTERN,-76.60011473,39.30960537
11/16/2019,21:25:00,3B,300 CORNWALL ST,ROBBERY - STREET,O,NA,SOUTHEAST,-76.54474738,39.28928915
11/16/2019,22:50:00,4A,RD & N BROADWAY,AGG. ASSAULT,O,FIREARM,EASTERN,-76.597983,39.314169
11/16/2019,21:00:00,7A,1800 WASHINGTON BLVD,AUTO THEFT,O,NA,SOUTHERN,-76.64215361,39.2752598
11/16/2019,21:00:00,6D,300 BROADMOOR RD,LARCENY FROM AUTO,O,NA,NORTHERN,-76.61183008,39.35618264
11/16/2019,23:20:00,3AJO,100 SCOTT ST,ROBBERY - CARJACKING,O,OTHER,SOUTHERN,-76.62911745,39.28692737
11/16/2019,23:30:00,4E,3800 2ND ST,COMMON ASSAULT,I,NA,SOUTHERN,-76.60996857,39.23557883
11/16/2019,21:30:00,6D,1100 COVINGTON ST,LARCENY FROM AUTO,O,NA,SOUTHERN,-76.60706276,39.27751321
11/16/2019,0:00:00,5A,3200 ELMORA AVE,BURGLARY,I,NA,NORTHEAST,-76.57816259,39.31594556
11/16/2019,10:40:00,4E,7200 MCCLEAN BLVD,COMMON ASSAULT,I,NA,NORTHEAST,-76.56709146,39.37162178
11/16/2019,10:10:00,4E,1600 NORTHGATE RD,COMMON ASSAULT,I,NA,NORTHEAST,-76.58852651,39.34495049
11/16/2019,13:50:00,4E,1600 HAKESLEY PL,COMMON ASSAULT,O,NA,EASTERN,-76.59597364,39.30470587
11/16/2019,11:00:00,5A,1000 BETHUNE RD,BURGLARY,I,NA,SOUTHERN,-76.62644442,39.24353476
11/16/2019,12:34:00,4E,1200 W PRATT ST,COMMON ASSAULT,I,NA,SOUTHERN,-76.63678727,39.28570873
11/16/2019,23:00:00,7A,3300 RAVENWOOD AVE,AUTO THEFT,O,NA,NORTHEAST,-76.57709992,39.31524836
11/16/2019,1:30:00,3AF,0 E 26TH ST,ROBBERY - STREET,O,FIREARM,NORTHERN,-76.61566,39.321978
11/16/2019,15:00:00,6D,400 WARREN AVE,LARCENY FROM AUTO,O,NA,SOUTHERN,-76.60811693,39.27897998
11/16/2019,17:40:00,3B,1800 E LANVALE ST,ROBBERY - STREET,O,NA,EASTERN,-76.59281878,39.30975524
11/16/2019,5:30:00,4E,1700 N DALLAS ST,COMMON ASSAULT,I,NA,EASTERN,-76.59756944,39.31006234
11/16/2019,15:49:00,3D,200 W CHASE ST,ROBBERY - COMMERCIAL,I,NA,CENTRAL,-76.61972129,39.30141451
11/16/2019,4:03:00,6D,700 WASHINGTON PL,LARCENY FROM AUTO,O,NA,CENTRAL,-76.6159333,39.29832996
11/16/2019,12:45:00,6C,700 W 40TH ST,LARCENY,I,NA,NORTHERN,-76.62913261,39.33710394
11/16/2019,0:40:00,9S,500 SHERIDAN AV,SHOOTING,Outside,FIREARM,NORTHERN,-76.60978913,39.35473166
11/16/2019,17:30:00,4E,500 N LOUDON AVE,COMMON ASSAULT,I,NA,SOUTHWEST,-76.68248809,39.29252127
11/16/2019,5:55:00,5D,3500 DOLFIELD AVE,BURGLARY,I,NA,NORTHWEST,-76.67519606,39.33588642
11/16/2019,17:11:00,9S,3100 E FAIRMOUNT AV,SHOOTING,Outside,FIREARM,UNKNOWN,-76.57333648,39.29352662
11/16/2019,0:40:00,9S,500 SHERIDAN AV,SHOOTING,Outside,FIREARM,NORTHERN,-76.60978913,39.35473166
11/16/2019,19:30:00,5A,1500 N CAREY ST,BURGLARY,I,NA,WESTERN,-76.64089511,39.30721949
11/16/2019,2:22:00,9S,1900 BRADDISH AV,SHOOTING,Outside,FIREARM,SOUTHWEST,-76.6612464,39.30938974
11/16/2019,14:00:00,7C,LOMBARD ST & S CONKLING ST,AUTO THEFT,O,NA,SOUTHEAST,-76.567473,39.291408
11/16/2019,22:30:00,6E,700 BELLE TERRE AVE,LARCENY,O,NA,NORTHERN,-76.60558819,39.32755126
11/16/2019,23:09:00,4E,2000 MCCULLOH ST,COMMON ASSAULT,I,NA,CENTRAL,-76.6347139,39.30804655
11/16/2019,15:00:00,4E,300 S BRUCE ST,COMMON ASSAULT,O,NA,SOUTHERN,-76.64431159,39.28427438
11/16/2019,13:29:00,6C,4300 PARK HEIGHTS AVE,LARCENY,I,NA,NORTHWEST,-76.66622215,39.33922784
11/16/2019,16:40:00,3AK,5500 PEERLESS AVE,ROBBERY - STREET,O,KNIFE,NORTHWEST,-76.70332767,39.3359064
11/16/2019,16:30:00,6D,1800 WASHINGTON BLVD,LARCENY FROM AUTO,O,NA,SOUTHERN,-76.64215361,39.2752598
11/16/2019,19:40:00,6D,3300 W ROGERS AVE,LARCENY FROM AUTO,O,NA,NORTHWEST,-76.68107483,39.35303894
11/16/2019,20:30:00,3B,HEIGHTS AV & PLATEAU AV,ROBBERY - STREET,O,NA,NORTHWEST,-76.6995975,39.332628
11/16/2019,3:45:00,4E,700 EXETER HALL AVE,COMMON ASSAULT,I,NA,NORTHERN,-76.60759536,39.32281255
11/16/2019,11:55:00,4B,400 N LOUDON AVE,AGG. ASSAULT,I,KNIFE,SOUTHWEST,-76.68243478,39.29183754
11/16/2019,16:10:00,6D,1900 BELAIR RD,LARCENY FROM AUTO,O,NA,EASTERN,-76.58403049,39.31269579
11/16/2019,0:41:00,5D,700 WASHINGTON BLVD,BURGLARY,I,NA,SOUTHERN,-76.62666441,39.28320885
11/16/2019,11:10:00,6C,600 E 33RD ST,LARCENY,I,NA,NORTHERN,-76.60837611,39.32824311
11/16/2019,10:38:00,5A,700 W LAFAYETTE AVE,BURGLARY,I,NA,CENTRAL,-76.63380972,39.29953794
11/16/2019,1:20:00,6G,800 N CHAPELGATE LN,LARCENY,I,NA,SOUTHWEST,-76.70686385,39.29387697
11/16/2019,13:43:00,6F,600 E PRATT ST,LARCENY,O,NA,CENTRAL,-76.607713,39.2866583
11/16/2019,19:45:00,4B,0 S GREENE ST,AGG. ASSAULT,O,KNIFE,CENTRAL,-76.62369484,39.28837778
11/16/2019,23:17:00,4E,SARATOGA ST & GUILFORD AV,COMMON ASSAULT,O,NA,CENTRAL,-76.6111725,39.292443
11/16/2019,18:26:00,4E,DR & GLENWOOD AV,COMMON ASSAULT,O,NA,NORTHEAST,-76.596471,39.352428
11/16/2019,1:53:00,6J,5200 CORDELIA AVE,LARCENY,O,NA,NORTHWEST,-76.68221218,39.34620487
11/16/2019,2:14:00,4A,2400 ALLENDALE RD,AGG. ASSAULT,O,FIREARM,NORTHWEST,-76.6803904,39.31505343
11/16/2019,3:50:00,5D,4100 W NORTHERN PKWY,BURGLARY,I,NA,NORTHWEST,-76.69185783,39.34851098
11/16/2019,5:20:00,3AF,100 E NORTH AVE,ROBBERY - STREET,O,FIREARM,CENTRAL,-76.61488134,39.31130243
11/16/2019,6:53:00,5D,2300 GARRISON BLVD,BURGLARY,I,NA,NORTHWEST,-76.67666961,39.31426704
11/16/2019,11:45:00,4E,2300 MADISON AVE,COMMON ASSAULT,O,NA,CENTRAL,-76.63695516,39.31163571
11/16/2019,11:38:00,6G,4600 W NORTHERN PKWY,LARCENY,I,NA,NORTHWEST,-76.70140833,39.34478318
11/16/2019,11:50:00,4E,300 SAINT PAUL PL,COMMON ASSAULT,I,NA,CENTRAL,-76.61398731,39.29382403
11/16/2019,1:00:00,7A,1500 N FULTON AVE,AUTO THEFT,O,NA,WESTERN,-76.64606591,39.30583632
11/16/2019,8:30:00,6J,2400 FREDERICK AVE,LARCENY,I,NA,SOUTHWEST,-76.65580529,39.28338853
11/16/2019,9:22:00,4E,4800 CARMINE AVE,COMMON ASSAULT,I,NA,SOUTHWEST,-76.70661048,39.30555363
11/16/2019,10:00:00,5D,3200 CLARENCE AVE,BURGLARY,I,NA,NORTHEAST,-76.57620537,39.32209091
11/16/2019,10:28:00,4B,100 ALLENDALE ST,AGG. ASSAULT,I,KNIFE,SOUTHWEST,-76.67823741,39.29029562
11/16/2019,3:20:00,5D,400 FONTHILL AVE,BURGLARY,I,NA,SOUTHWEST,-76.66349578,39.27878802
11/16/2019,1:30:00,3AF,0 E 26TH ST,ROBBERY - STREET,O,FIREARM,NORTHERN,-76.61566,39.321978
11/16/2019,15:00:00,6D,1300 MORLING AVE,LARCENY FROM AUTO,O,NA,NORTHERN,-76.63808626,39.33401263
11/16/2019,22:00:00,5F,5400 SPRINGLAKE WAY,BURGLARY,I,NA,NORTHERN,-76.61664841,39.36066179
11/16/2019,0:00:00,5A,1100 W NORTHERN PKWY,BURGLARY,I,NA,NORTHERN,-76.64613858,39.3615155
11/16/2019,19:30:00,5A,1500 N CAREY ST,BURGLARY,I,NA,WESTERN,-76.64089511,39.30721949
11/16/2019,6:00:00,5D,2300 W NORTH AVE,BURGLARY,I,NA,WESTERN,-76.65417855,39.30966858
11/16/2019,12:50:00,6C,5400 REISTERSTOWN RD,LARCENY,I,NA,NORTHWEST,-76.68824846,39.34637442
11/16/2019,1:06:00,3AF,100 E CROSS ST,ROBBERY - STREET,O,FIREARM,SOUTHERN,-76.61227784,39.27711923
11/16/2019,5:20:00,5D,1000 S CHARLES ST,BURGLARY,I,NA,SOUTHERN,-76.61446542,39.27746512
11/16/2019,20:15:00,7A,700 S WOODINGTON RD,AUTO THEFT,O,NA,SOUTHWEST,-76.6902947,39.27461466
11/16/2019,20:15:00,3AF,3600 W CATON AVE,ROBBERY - STREET,O,FIREARM,SOUTHWEST,-76.67671397,39.28830103
11/16/2019,20:46:00,4E,2600 LOVEGROVE ST,COMMON ASSAULT,I,NA,NORTHERN,-76.61623913,39.31951182
11/16/2019,7:35:00,4A,300 S CALHOUN ST,AGG. ASSAULT,I,FIREARM,SOUTHERN,-76.63982691,39.29247238
11/16/2019,8:30:00,4E,3700 FAIRHAVEN AVE,COMMON ASSAULT,I,NA,SOUTHERN,-76.59061564,39.2312344
11/16/2019,11:26:00,4E,900 STOLL ST,COMMON ASSAULT,I,NA,SOUTHERN,-76.59889647,39.23044523
11/16/2019,14:30:00,6G,1100 E Cold Spring Ln,LARCENY,I,NA,NORTHEAST,-76.5985239,39.34509668
11/16/2019,17:04:00,4E,6600 KNOTTWOOD CT,COMMON ASSAULT,I,NA,NORTHEAST,-76.56838986,39.36810783
11/16/2019,9:00:00,4C,400 CUMMINGS CT,AGG. ASSAULT,I,OTHER,CENTRAL,-76.62530596,39.30104615
11/16/2019,13:45:00,4E,900 PENNSYLVANIA AVE,COMMON ASSAULT,I,NA,CENTRAL,-76.62644257,39.29680407
11/16/2019,13:45:00,4B,2700 UHLER AVE,AGG. ASSAULT,I,KNIFE,NORTHERN,-76.66858379,39.35194025
11/16/2019,17:30:00,6C,600 E 33RD ST,LARCENY,I,NA,NORTHERN,-76.60837611,39.32824311
11/16/2019,8:07:00,4E,BALTIMORE ST & N HANOVER ST,COMMON ASSAULT,O,NA,CENTRAL,-76.6163925,39.289473
11/16/2019,1:30:00,3AF,2600 LOVEGROVE ST,ROBBERY - STREET,O,FIREARM,NORTHERN,-76.6163499,39.31944274
11/16/2019,1:13:00,4E,MONUMENT ST & N ROSE ST,COMMON ASSAULT,O,NA,EASTERN,-76.5815895,39.298869
11/16/2019,1:13:00,4E,MONUMENT ST & N ROSE ST,COMMON ASSAULT,O,NA,EASTERN,-76.5815895,39.298869
11/15/2019,21:50:00,4E,700 SPRINGFIELD AVE,COMMON ASSAULT,I,NA,NORTHERN,-76.60604663,39.34092566
11/15/2019,23:45:00,3B,1900 PENROSE AVE,ROBBERY - STREET,O,NA,WESTERN,-76.64717557,39.29120509
11/15/2019,23:45:00,4E,4900 YORK RD,COMMON ASSAULT,I,NA,NORTHERN,-76.60959643,39.34803494
11/15/2019,15:05:00,4E,3000 E BIDDLE ST,COMMON ASSAULT,I,NA,EASTERN,-76.5753969,39.30496136
11/15/2019,18:33:00,4E,0 S CULVER ST,COMMON ASSAULT,I,NA,SOUTHWEST,-76.67833342,39.28521649
11/15/2019,23:00:00,7A,7300 HARFORD RD,AUTO THEFT,I,NA,NORTHEAST,-76.54676026,39.3691701
11/15/2019,12:00:00,7A,4900 GREENSPRING AVE,AUTO THEFT,O,NA,NORTHERN,-76.65944507,39.34975656
11/15/2019,3:00:00,4E,3600 KENYON AVE,COMMON ASSAULT,I,NA,NORTHEAST,-76.56261477,39.31934787
11/15/2019,11:00:00,6J,1100 WARD ST,LARCENY,I,NA,SOUTHERN,-76.63282484,39.28171198
11/15/2019,6:50:00,3NF,2200 PRESSTMAN ST,ROBBERY - STREET,O,FIREARM,WESTERN,-76.65250742,39.30499252
11/15/2019,12:28:00,6G,5500 CARTER AVE,LARCENY,I,NA,NORTHEAST,-76.55700602,39.3484408
11/15/2019,20:15:00,3B,4900 PENNINGTON AVE,ROBBERY - STREET,O,NA,SOUTHERN,-76.58823864,39.22214464
11/15/2019,20:12:00,6C,5400 YORK RD,LARCENY,I,NA,NORTHERN,-76.60994636,39.35565437
11/15/2019,21:00:00,3AF,ST & E JEFFREY ST,ROBBERY - STREET,O,FIREARM,SOUTHERN,-76.603905,39.233223
11/15/2019,22:39:00,6E,1900 RAMSAY ST,LARCENY,O,NA,SOUTHERN,-76.64772975,39.28315661
11/15/2019,1:10:00,4E,2800 EDISON HWY,COMMON ASSAULT,I,NA,NORTHEAST,-76.57272576,39.31670223
11/15/2019,23:00:00,6D,600 S LONGWOOD ST,LARCENY FROM AUTO,O,NA,SOUTHWEST,-76.66643811,39.27753561
11/15/2019,19:52:00,7A,300 NORTH POINT RD,AUTO THEFT,O,NA,SOUTHEAST,-76.53024433,39.29712593
11/15/2019,0:05:21,9S,1200 W 36TH ST,SHOOTING,Inside,FIREARM,NORTHERN,-76.63505379,39.33091336
11/15/2019,16:47:00,1A,4300 SEMINOLE AV,HOMICIDE,Outside,FIREARM,SOUTHWEST,-76.69342568,39.29787458
11/15/2019,1:40:00,3AF,600 PARKWYRTH AVE,ROBBERY - STREET,O,FIREARM,NORTHERN,-76.60741871,39.33490964
11/15/2019,9:38:00,6C,1400 E NORTH AVE,LARCENY,I,NA,EASTERN,-76.59928389,39.31200402
11/15/2019,14:45:00,6D,4300 HILLEN RD,LARCENY FROM AUTO,O,NA,NORTHEAST,-76.58708348,39.3427474
11/15/2019,16:47:00,4A,4300 SEMINOLE AVE,AGG. ASSAULT,O,FIREARM,SOUTHWEST,-76.69342568,39.29787458
11/15/2019,11:22:00,4E,5300 Sinclair Ln,COMMON ASSAULT,O,NA,NORTHEAST,-76.54176412,39.32362967
11/15/2019,1:00:00,5D,400 S AMITY ST,BURGLARY,I,NA,SOUTHERN,-76.63259225,39.28352204
11/15/2019,23:00:00,6D,1500 MCHENRY ST,LARCENY FROM AUTO,O,NA,SOUTHERN,-76.64081305,39.28452307
11/15/2019,12:35:00,3B,RD & BAKER ST,ROBBERY - STREET,O,NA,SOUTHWEST,-76.6673415,39.305898
11/15/2019,11:00:00,4E,800 N EUTAW ST,COMMON ASSAULT,O,NA,CENTRAL,-76.62159686,39.29957192
11/15/2019,0:30:00,4C,3000 W BELVEDERE AVE,AGG. ASSAULT,I,OTHER,NORTHWEST,-76.67302138,39.35047281
11/15/2019,2:00:00,5D,5300 REISTERSTOWN RD,BURGLARY,I,NA,NORTHWEST,-76.68721764,39.34546946
11/15/2019,20:30:00,6D,500 S LONGWOOD ST,LARCENY FROM AUTO,O,NA,SOUTHWEST,-76.66647742,39.27880955
11/15/2019,23:00:00,6D,0 S REGESTER ST,LARCENY FROM AUTO,O,NA,SOUTHEAST,-76.59278555,39.29108582
11/15/2019,18:39:00,6D,3500 ELMORA AVE,LARCENY FROM AUTO,O,NA,NORTHEAST,-76.57246441,39.31572796
11/15/2019,22:00:00,6D,1100 N EUTAW ST,LARCENY FROM AUTO,O,NA,CENTRAL,-76.62426261,39.30253108
11/15/2019,2:00:00,3AF,2300 SIDNEY AVE,ROBBERY - STREET,O,FIREARM,SOUTHERN,-76.63338279,39.26224394
11/15/2019,9:20:00,4E,1000 SHELLBANKS RD,COMMON ASSAULT,O,NA,SOUTHERN,-76.62931823,39.24884303
11/15/2019,8:16:00,6D,1600 BRADDISH AVE,LARCENY FROM AUTO,O,NA,WESTERN,-76.66097335,39.30674175
11/15/2019,9:00:00,6D,1300 W MULBERRY ST,LARCENY FROM AUTO,O,NA,WESTERN,-76.63844567,39.29326249
11/15/2019,9:20:00,4B,2100 BAKER ST,AGG. ASSAULT,O,KNIFE,WESTERN,-76.65119589,39.30655362
11/15/2019,5:45:00,3B,1200 W NORTH AVE,ROBBERY - STREET,O,NA,WESTERN,-76.63704743,39.31037016
11/15/2019,11:55:00,6C,4600 EDMONDSON AVE,LARCENY,I,NA,SOUTHWEST,-76.69568878,39.29342792
11/15/2019,15:16:00,7A,4600 LANIER AVE,AUTO THEFT,O,NA,NORTHERN,-76.66196187,39.3443366
11/15/2019,16:20:00,6C,6500 REISTERSTOWN RD,LARCENY,I,NA,NORTHWEST,-76.70267112,39.35621143
11/15/2019,18:02:00,3B,1900 GUILFORD AVE,ROBBERY - STREET,O,NA,EASTERN,-76.6118409,39.31126174
11/15/2019,22:15:00,4E,5800 WESTERN RUN DR,COMMON ASSAULT,I,NA,NORTHWEST,-76.67596593,39.36286001
11/15/2019,20:00:00,3JK,1000 E 36TH ST,ROBBERY - RESIDENCE,O,KNIFE,NORTHEAST,-76.60189611,39.33174789
11/15/2019,23:16:00,6C,2300 E NORTHERN PKWY,LARCENY,I,NA,NORTHEAST,-76.56701004,39.3682121
11/15/2019,5:00:00,6D,3800 W ROGERS AVE,LARCENY FROM AUTO,I,NA,NORTHWEST,-76.68629153,39.35018151
11/15/2019,21:00:00,6D,200 HAWTHORN RD,LARCENY FROM AUTO,O,NA,NORTHERN,-76.63290167,39.34743175
11/15/2019,14:30:00,6F,4500 WILMSLOW RD,LARCENY,I,NA,NORTHERN,-76.62855509,39.34644055
11/15/2019,16:15:00,3B,300 S POPPLETON ST,ROBBERY - STREET,O,NA,SOUTHERN,-76.63195102,39.28471185
11/15/2019,18:27:00,4C,4100 SAINT GEORGES AVE,AGG. ASSAULT,I,OTHER,NORTHERN,-76.60104185,39.34075668
11/15/2019,23:23:00,5A,900 N STREEPER ST,BURGLARY,I,NA,EASTERN,-76.57757014,39.30151457
11/15/2019,19:30:00,6D,3200 STAFFORD ST,LARCENY FROM AUTO,O,NA,SOUTHWEST,-76.67056983,39.27955848
11/15/2019,23:45:00,6E,3400 KENYON AVE,LARCENY,O,NA,NORTHEAST,-76.56472473,39.32212308
11/15/2019,13:00:00,6D,600 S LONGWOOD ST,LARCENY FROM AUTO,O,NA,SOUTHWEST,-76.66643811,39.27753561
11/15/2019,22:00:00,5D,2700 WASHINGTON BLVD,BURGLARY,I,NA,SOUTHWEST,-76.65531085,39.26419157
11/15/2019,19:07:00,6J,4500 MAPLE WOOD DR,LARCENY,I,NA,SOUTHWEST,-76.69212269,39.29139183
11/15/2019,18:50:00,6D,3500 BOSTON ST,LARCENY FROM AUTO,O,NA,SOUTHEAST,-76.56693018,39.27700093
11/15/2019,4:13:00,3AK,300 W MADISON ST,ROBBERY - STREET,O,KNIFE,CENTRAL,-76.62009317,39.2983499
11/15/2019,4:13:00,3AK,300 W MADISON ST,ROBBERY - STREET,O,KNIFE,CENTRAL,-76.62009317,39.2983499
11/15/2019,8:05:00,6D,6500 REISTERSTOWN RD,LARCENY FROM AUTO,O,NA,NORTHWEST,-76.7026956,39.35621843
11/15/2019,17:16:00,6C,2500 N CHARLES ST,LARCENY,I,NA,NORTHERN,-76.61708125,39.31820032
11/15/2019,16:45:00,6C,600 E 33RD ST,LARCENY,I,NA,NORTHERN,-76.60837611,39.32824311
11/15/2019,15:30:00,4C,300 N MARTIN LUTHER KING JR BLVD,AGG. ASSAULT,O,OTHER,CENTRAL,-76.62758391,39.29278364
11/15/2019,11:20:00,3AF,2100 GOUGH ST,ROBBERY - STREET,O,FIREARM,SOUTHEAST,-76.58710209,39.2879917
11/15/2019,1:13:00,4B,100 S JANNEY ST,AGG. ASSAULT,O,KNIFE,SOUTHEAST,-76.56091695,39.29157915
11/15/2019,1:00:00,6D,2100 N FULTON AVE,LARCENY FROM AUTO,O,NA,WESTERN,-76.64645476,39.31235375
11/15/2019,14:34:00,4E,2200 CHRISTIAN ST,COMMON ASSAULT,O,NA,SOUTHWEST,-76.651396,39.28124893
11/15/2019,17:00:00,4E,1800 CASADEL AVE,COMMON ASSAULT,O,NA,SOUTHWEST,-76.65795682,39.26350596
11/15/2019,19:50:00,3B,4600 WALLINGTON AVE,ROBBERY - STREET,O,NA,NORTHWEST,-76.6828777,39.33966065
11/15/2019,19:00:00,6G,100 HOPKINS PL,LARCENY,I,NA,CENTRAL,-76.61774218,39.28758505
11/15/2019,19:30:00,6D,0 W SARATOGA ST,LARCENY FROM AUTO,I,NA,CENTRAL,-76.61609034,39.29286345
11/15/2019,3:49:00,3AJF,2500 DULANY ST,ROBBERY - CARJACKING,O,FIREARM,SOUTHWEST,-76.65583847,39.28133913
11/15/2019,1:16:00,7A,4800 LORELLY AVE,AUTO THEFT,O,NA,NORTHEAST,-76.54768997,39.31605071
11/15/2019,19:00:00,6D,500 MCMECHEN ST,LARCENY FROM AUTO,O,NA,CENTRAL,-76.63215985,39.30377378
11/15/2019,19:15:00,5A,2600 E FEDERAL ST,BURGLARY,I,NA,EASTERN,-76.58036597,39.30912848
11/15/2019,8:45:00,7A,2200 PINEWOOD AVE,AUTO THEFT,O,NA,NORTHEAST,-76.5706536,39.36644405
11/15/2019,14:45:00,6D,3200 ELLIOTT ST,LARCENY FROM AUTO,O,NA,SOUTHEAST,-76.57081863,39.27927129
11/15/2019,9:22:00,3AF,ST & MCCULLOH ST,ROBBERY - STREET,O,FIREARM,CENTRAL,-76.6336455,39.307257
11/15/2019,19:20:00,7A,2700 EDMONDSON AVE,AUTO THEFT,O,NA,WESTERN,-76.66237059,39.29457656
11/14/2019,20:40:00,4A,1800 ORLEANS ST,AGG. ASSAULT,I,FIREARM,EASTERN,-76.59131631,39.29532866
11/14/2019,22:15:00,6G,3800 BOARMAN AVE,LARCENY,I,NA,NORTHWEST,-76.68022855,39.3343507
11/14/2019,22:05:00,3B,2200 GOUGH ST,ROBBERY - STREET,O,NA,SOUTHEAST,-76.58541879,39.28803402
11/14/2019,22:05:00,3B,2200 GOUGH ST,ROBBERY - STREET,O,NA,SOUTHEAST,-76.58541879,39.28803402
11/14/2019,22:05:00,3B,2200 GOUGH ST,ROBBERY - STREET,O,NA,SOUTHEAST,-76.58541879,39.28803402
11/14/2019,0:00:00,6G,2500 E EAGER ST,LARCENY,O,NA,EASTERN,-76.58167018,39.30191817
11/14/2019,4:53:00,5A,AV & WASHINGTON BL,BURGLARY,I,NA,SOUTHWEST,-76.6536165,39.265623
11/14/2019,12:30:00,4C,1400 W LEXINGTON ST,AGG. ASSAULT,I,OTHER,WESTERN,-76.63976078,39.29087628
11/14/2019,12:30:00,4C,1400 W LEXINGTON ST,AGG. ASSAULT,I,OTHER,WESTERN,-76.63976078,39.29087628
11/14/2019,21:20:00,4A,1900 ARGONNE DR,AGG. ASSAULT,O,FIREARM,NORTHEAST,-76.58205623,39.34049166
11/14/2019,13:00:00,4E,2500 VIOLET AVE,COMMON ASSAULT,I,NA,NORTHWEST,-76.65836583,39.33124262
11/14/2019,10:28:00,4E,5100 PARK HEIGHTS AVE,COMMON ASSAULT,I,NA,NORTHWEST,-76.67533161,39.34861003
11/14/2019,17:30:00,6D,2300 OCALA AVE,LARCENY FROM AUTO,O,NA,NORTHWEST,-76.65434831,39.32099642
11/14/2019,4:00:00,4E,1900 GRIFFIS AVE,COMMON ASSAULT,I,NA,SOUTHWEST,-76.65026526,39.26751636
11/14/2019,21:54:00,4E,100 ROCK GLEN RD,COMMON ASSAULT,I,NA,SOUTHWEST,-76.69874467,39.28312149
11/14/2019,22:27:00,4E,3800 CLIFTON AVE,COMMON ASSAULT,O,NA,SOUTHWEST,-76.68231525,39.31083781
11/14/2019,8:38:00,5B,4700 FRANKFORD AVE,BURGLARY,I,NA,NORTHEAST,-76.54611268,39.3328525
11/14/2019,16:50:00,6D,1700 E LOMBARD ST,LARCENY FROM AUTO,O,NA,SOUTHEAST,-76.59245999,39.29034879
11/14/2019,22:06:00,4C,900 S CATON AVE,AGG. ASSAULT,O,OTHER,SOUTHWEST,-76.67151145,39.27377055
11/14/2019,13:00:00,6E,700 E BELVEDERE AVE,LARCENY,O,NA,NORTHERN,-76.6069106,39.36397599
11/14/2019,23:15:00,5D,6000 BELAIR RD,BURGLARY,I,NA,NORTHEAST,-76.53878129,39.3475007
11/14/2019,22:31:00,5D,5900 BELAIR RD,BURGLARY,I,NA,NORTHEAST,-76.54025265,39.34619183
11/14/2019,23:30:00,7A,100 ATHOLGATE LN,AUTO THEFT,O,NA,SOUTHWEST,-76.69571308,39.28476951
11/14/2019,7:20:00,5A,5900 RADECKE AVE,BURGLARY,I,NA,NORTHEAST,-76.53254998,39.330552
11/14/2019,9:54:00,6J,3800 LIBERTY HEIGHTS AVE,LARCENY,I,NA,NORTHWEST,-76.68115491,39.32704598
11/14/2019,19:02:00,3B,3300 W GARRISON AVE,ROBBERY - STREET,O,NA,NORTHWEST,-76.67557294,39.34613299
11/14/2019,15:00:00,6J,700 WILDWOOD PKWY,LARCENY,I,NA,SOUTHWEST,-76.68386964,39.29568079
11/14/2019,4:53:00,7A,AV & WASHINGTON BL,AUTO THEFT,O,NA,SOUTHWEST,-76.6536165,39.265623
11/14/2019,1:00:00,6D,0 N LAKEWOOD AVE,LARCENY FROM AUTO,O,NA,SOUTHEAST,-76.57909132,39.29238172
11/14/2019,17:00:00,6G,4100 GLADDEN AVE,LARCENY,I,NA,NORTHEAST,-76.56549899,39.31361915
11/14/2019,18:00:00,5A,100 N DECKER AVE,BURGLARY,O,NA,SOUTHEAST,-76.5742335,39.29422412
11/14/2019,0:18:00,4E,4200 NICHOLAS AVE,COMMON ASSAULT,O,NA,NORTHEAST,-76.56401426,39.329237
